author.last_played,author.num_games_owned,author.num_reviews,author.playtime_at_review,author.playtime_forever,author.playtime_last_two_weeks,author.steamid,comment_count,developer_response,language,primarily_steam_deck,received_for_free,recommendationid,review,steam_purchase,timestamp_created,timestamp_dev_responded,timestamp_updated,voted_up,votes_funny,votes_up,weighted_vote_score,written_during_early_access
1754881951,23,1,481,3679,3679,76561199474469861,0,,schinese,False,False,201702937,"非常好评！
猫猫很可爱，画风很治愈很温馨，哪怕纯当做动态壁纸质量也非常高，光是看着猫猫就忍不住想要笑出来（猫真好，和我一起摸鱼）
游戏设计方面也很用心，钓鱼提示可以关闭（获得一张干净的壁纸），猫猫和鱼篓加了互动，鱼也可以投喂，是很少见的，不让人沉迷但是很让人留恋的游戏
（dlc！！新的猫猫，新的衣服，新的帽子，新的鱼，新的挂件！！我的钱包已经按耐不住了！！）",False,1754658621,,1754658621,True,0,4,0.565217375755310059,False
1754850800,152,18,23,734,734,76561199159305108,0,,russian,False,False,201722482,"разве есть что-то лучше, чем сидеть у воды с удочкой, ждать улова, а в перерывах пить горячий чай с вкусняшками? вот и я не придумала.
⠀https://steamcommunity.com/sharedfiles/filedetails/?id=3544831734",True,1754678705,,1754678705,True,1,7,0.556349217891693115,False
1754728522,0,17,362,946,946,76561198278871912,0,,japanese,False,False,201703230,"可愛い　のんびりやれる
アートワークに一目惚れして購入
そしたら環境音がいい
もちろんアートワークもいい
ストーリーもあるっぽい
しかもいい意味で、ストーリーの進みが遅いです。放置ゲーム、結局2日くらいでやることなくなって飽きがちなので、のんびりマッタリ放置できるのめちゃめちゃいいです。

ウィンドウの位置を移動できないので、そこはアプデで改善されると嬉しいですね。",True,1754658960,,1754658960,True,0,5,0.547945201396942139,False
1754907832,0,16,30,363,363,76561198045548617,0,,english,False,False,201890698,"I got sick, not uncommon for me. Pneumonia this, lung infection that. I've been sad and unable to play any games, then this one popped up. I grabbed it because there was a cat, wearing a hat, and she was fishing. In a short while of me playing, she took a break from fishing and started to drink warm tea or coffee. So, I sort of thought I could do the same.

So now I am drinking tea, Fischer has gone back to fishing, and her new goose friend Bess is asking for a Carp. The music is playing, and it's calming and soft. I might still feel unwell, but I still feel better, too. I recommend this game for anyone who needs just a little calm, but also uplifting of your mood. Watching Fischer the cat with her fur puffing up as she pulls up a fish is wonderful. All the while, the graphics are charming and the music is great, and I can hear moving water that sounds just like the brook not far from my parents house.

I do have a wish/hope that I can persuade Bess to share her bonnet with Fischer. It's lovely.",True,1754889396,,1754889396,True,0,2,0.547325074672698975,False
1754909202,391,90,325,2653,2653,76561198380147196,0,,schinese,False,False,201745112,"非常可爱的猫猫钓鱼
基本不用管 偶尔去卖一下鱼就行
可以壁纸模式 但是有时候会崩掉 希望可以优化一下
稀有鱼爆率好低 一共五张图鉴
感觉可以挂很久(❁´◡`❁)",False,1754707403,,1754707403,True,1,3,0.54703831672668457,False
1754909216,0,7,30,3366,3366,76561198202164106,0,,schinese,False,False,201678428,真·放置游戏，不需要频繁点击只需要隔一段时间看一下。后续升级小店之后也可以全自动解放双手~壁纸模式很好，没有那种桌面上突然多出来一个东西的感觉~正式版继承了demo的存档很贴心了。目前看收集的鱼池就五页感觉有点少，希望后期能有更新拓展。总体还是很喜欢的,True,1754622473,,1754622811,True,0,4,0.545165419578552246,False
1754811452,0,5,118,197,197,76561198259683014,0,,schinese,False,False,201821891,"最近工作压力比较大想玩一点休闲游戏，买来后初步体验了一下，游戏是比较可爱风的放置游戏，很适合工作的时候放在一边看着小猫静静钓鱼，感觉心情也宁静了一些，游戏体验很好，美术风格比较有特色，音乐也很舒缓治愈，是同类游戏中比较难得的精品，期待制作组的后续作品。
还可以提高的地方是角色对话部分，比如一些NPC蜜汁重复对话内容显得有点烦，另外，鱼类图鉴也有很多介绍get不到点在哪里。",True,1754805936,,1754806100,True,0,2,0.537091970443725586,False
1754865823,137,15,272,619,619,76561199041528450,0,,english,False,False,201747616,A cute little game. I love the art style. Petition for Fischer to have more hats!,True,1754711023,,1754711023,True,0,1,0.525862038135528564,False
1754846710,0,2,918,3511,3511,76561198247293060,0,"非常抱歉给您带来不好的游戏体验。为了更好地帮助您排查问题，您方便加入QQ群 665913392 并联系管理员吗？
我们会积极协助您查找出现显示问题的原因。虽然我们已测试了大多数主流显示器，但仍可能存在一些遗漏，感谢您的理解与配合。",schinese,False,False,201722947,屏幕的适配非常烂，尤其是多显示器情况下。窗口模式总是调不出游戏窗口，甚至没敢尝试打了beta tag的壁纸模式就已经这样了。从试玩版玩过来，正式版一上线马上购入，结果让人失望。,True,1754679228,1754719106,1754679228,False,0,1,0.525547444820404053,False
1754908806,73,5,1665,1725,1725,76561198323624437,0,,koreana,False,False,201888099,"매우 마음을 안정시켜주는 온화한 분위기 속에 조용하면서 잔잔하게 마음을 쓰다듬어주는 배경음악과 좋은 의미로 개성적인 물고기들과 개성적인 NPC들로 하여금 더욱더 온화한 재미를 느끼게 해주는 힐링에 좋은 게임이다. 만약 최근 좋지 않은 일이 있어 마음이 우중충하거나 힘들 때 추천할법하며 요즘 보기 드믄 좋은 힐링 게임이다. 허나 방치형이나 기다리는 것이 힘든 사람에겐 맞지 않을 수 있으나, 호불호가 갈릴 만한 정도는 아니라 생각한다.",True,1754884855,,1754906697,True,0,1,0.523809552192687988,False
1754908693,0,5,471,496,496,76561198393785649,0,"哈喽~
您可以试一下在存档文件夹找备份文件~
存档路径：C:\Users\（系统用户名）\AppData\LocalLow\Cutefish\Fischer'sFishingJourney 
有问题可以加入我们的官方群，详细沟通定位~q群：706948400
感谢理解和支持~",schinese,False,False,201849063,玩了两天，本来挺高兴，都开到第四个地图了，今天忙了一天，下班回来发现存档没了，瞬间就不想玩了，稳定性太差！,True,1754838843,1754885640,1754838843,False,0,1,0.523809552192687988,False
1754908489,0,46,253,736,736,76561197985639455,1,,english,False,False,201714456,"Really cute and on point! Worth the money.

I played a lot of different idle fishing games over the last couple of months. Fishing the Abyss, Desktop Fishing, Idle Waters and Corner Pond. When it comes to the pure mechanics, the fishing, the mini-occupations alongside it, nothing really beats Idle Waters for me. 

But the big selling point for me here are the visuals, the cozyness of the cat. I dig the artstyle, the tunes, the ambience sounds. The environments are inspired and fun, the mechanics are still solid - and the desktop-mode is just gold. No other game has it.

Only downside for me really is the creepy, awkward bunny o.o It's just weirdly artificially disturbing, beyond a cute level for me. It overshadows all the cozyness of the game, making it look like the cat made a pact with a demon and is now forced to fish for the creepy Demon-bunny-plushy or get devoured, if it doesnt obey.",True,1754670373,,1754670373,True,1,2,0.523809552192687988,False
1754807223,219,89,93,492,492,76561198815360261,0,,schinese,False,False,201714038,很好的挂机游戏  很休闲 很治愈 比那些越玩越累的挂机游戏好很多,True,1754669936,,1754669936,True,0,2,0.523809552192687988,False
1754837438,25,10,318,823,823,76561199848714606,0,,schinese,False,False,201702995,"评分：9/10，第一次接触挂机类游戏，感觉瑕不掩瑜

值得一玩，将手动点击和自动挂机很好地平衡在一起，闲来无事可以疯狂打窝增加速度，当然让小猫菲舍打工钓鱼也是极好的，休闲和忙碌任君选择

画面是一大亮点，尤其壁纸模式，不同天气下可爱的小猫和平静的环境非常养眼，而且菲舍也会摸鱼喝茶诶，丑萌的各种小鱼总是出其不意出现，配上舒缓的bgm可谓摸鱼神器

当然，玩法单一重复难以避免，但作为收集党和成就党，看着图鉴一点点丰富也得到了满足

游玩过程中存在几个小bug，如果能尽快修复会更加流畅",True,1754658688,,1754658688,True,0,1,0.523809552192687988,False
1754632359,1262,706,180,180,180,76561199490745529,0,,schinese,False,False,201684662,全自动啊，我靠，几乎不需要点击，而且开了壁纸模式以后就跟真壁纸一样，很舒服。游戏的内容不少，不过解锁的速度不是太快，也能理解，毕竟是个挂机游戏，太快的话就没什么寿命了,True,1754632490,,1754634153,True,0,2,0.523809552192687988,False
1754635970,1708,357,142,142,142,76561199003297765,0,,schinese,False,False,201686809,可爱猫猫、治愈音效、童趣画风、丰富玩法、温暖剧情！,True,1754636101,,1754636101,True,1,0,0.522058844566345215,False
1754835950,0,1,36,446,446,76561199287789446,0,,english,False,False,201732118,"One of the most relaxing idle games I’ve ever played. I already played it during the demo and it instantly became one of my favorites.
Cute animations, calming music, and flexible modes (fullscreen, tab, or even as a wallpaper). Perfect to keep running in the background and check in from time to time. No rush, no unnecessary grind just peacefully catching fish while getting work done on the side.

I recommend this to anyone looking for something calm and charming :).",True,1754689494,,1754689494,True,0,3,0.52173912525177002,False
1754882522,1265,588,30,2405,2405,76561197970673198,0,,german,False,False,201678911,"Schön das es endlich draußen ist, hatte über 50 Stunden in der Demo.
Und der Fortschritt aus dieser wurde auch übernommen.

Finde es gemütlich der Katze beim Fischen zuzusehen und ist auch ein netter Idler ;) 

Richtig gut finde ich, da es ja ein ""Desktop-Spiel"" sein soll, dieses auch im Vollbild geht.
Dafür gibt es ein dickes fettes ❤ von mir, sonst hätte ich einen großen Bogen um diese Perle gemacht.

Verstehe absolut den Sinn hinter solchen Spielen nicht.
Entweder spiele ich oder ich mache was anderes und wenn doch, dann benutze ich ALT+TAB.


Gefällts Dir auch ? Schön für Dich
Gefällts Dir nicht ? Mir sowas von Egal LOL",True,1754623216,,1754623216,True,0,3,0.519685029983520508,False
1754908503,239,8,647,2513,2513,76561198074895783,0,,english,False,False,201714477,"I tried the demo some time ago, and loved the cute art and cozy atmosphere. As soon as the game released earlier today, I bought it and already got 10 hours in it.

Also I like that the game remembered my save file from when I played the demo, but I decided to start over, so I don't miss out any achievements!",True,1754670403,,1754670494,True,0,1,0.518518567085266113,False
1754721405,525,58,499,828,828,76561198162432939,0,,schinese,False,False,201700247,"小猫钓鱼非常可爱。配合童趣的画风与和谐的配色，开成壁纸模式一直放在公司也不显得突兀，这下可以和猫猫一起摸鱼了～
",True,1754655436,,1754655436,True,0,2,0.51086956262588501,False
1754703117,0,2,5,5,5,76561199023289802,1,"このたびはご不便をおかけし、大変申し訳ございません。
現在、壁紙モードはテスト段階であり、一部のモニターでは正常に表示されない場合があります。
もし問題が発生した場合は、画面右下のタスクバーからゲームのアイコンを右クリックし、一番上の「ウィンドウモードに戻す」ボタンを選択すると、正常に表示されるようになります。

また、他の画面管理ソフトを同時に起動している場合も、表示が正しくならないことが確認されています。お手数ですが、他のソフトを終了した上でお試しください。",japanese,False,False,201742156,"壁紙設定にしたら上半分が見切れて遊べるような状態じゃない
設定画面から戻そうにも見切れてるから戻せない
アンインストールしても、設定フォルダを削除しても意味なし
すごく楽しみにしてたのに。。。
遊べもせずにお金を払っただけになって悲しい",True,1754703313,1754719290,1754703313,False,1,6,0.508745849132537842,False
1754904992,0,3,1027,1095,1095,76561198102000945,0,,japanese,False,False,201898271,"ビジュアルが好みなら買って損はないと思います。
このゲームを構成している要素全てが可愛らしく、グッズが欲しくなりますね。。。

素晴らしいゲームなので、ぜひスマートフォンやタブレット版でもリリースしてほしいです。
Steam Linkを介し、iPadでデジタルフォトフレームのように使用していますが、これがとても良い！！
流石に毎度PCの電源を入れるのは煩わしいので、ご一考いただければ幸いです。
",True,1754902655,,1754902655,True,0,0,0.5,False
1754908471,0,4,982,1134,1134,76561199760459026,0,,schinese,False,False,201897298,"超可爱的放置游戏，小猫一边钓鱼一边陪我干活，可爱鼠了~期待更多地图，更多小伙伴。
（对话那里能改进一下就更好啦，现在是点击小三角进行下一句，要是能点击画面任何地方都能进行下一句就完美啦",True,1754901052,,1754901052,True,0,0,0.5,False
1754903514,33,2,105,196,196,76561199655744862,0,,schinese,False,False,201896156,画风很可爱，玩法很休闲，上班摸鱼好物，麻烦快点支持ios游玩，我朋友快急疯了,True,1754899127,,1754899127,True,0,0,0.5,False
1754908722,0,4,4059,4279,4279,76561199169530895,0,,schinese,False,False,201894212,"是个很标准的挂机类的小游戏，主角是个小猫，完成任务，赚钱去下一个地方钓鱼，作为办公时间偷偷摸鱼的游戏来说很不错，就是游戏以壁纸的形式来说除了点击小猫舔舐手以外，小猫挂机点击小猫当""资本家""让小猫不能休息以外，还是有点单调，不知道伙伴好感度，以及部分鱼的获取方式有点问题，部分商品定价有些高以外都是挺不错的，作者很棒！！",True,1754895661,,1754895661,True,0,0,0.5,False
1754909426,0,1,2248,2581,2581,76561199198443654,0,,schinese,False,False,201890862,画风很可爱，设置成桌面让猫猫自己钓鱼就好了，不定时清一下背包买点东西，很轻松的放置小游戏,True,1754889672,,1754889672,True,0,0,0.5,False
1754909773,280,25,2291,2598,2598,76561198346952623,0,,schinese,False,False,201887574,"很好玩的挂机游戏，画风清新，数值也没有太膨胀。
提个小建议，加上NPC图鉴，这样能知道谁在哪个地图，需要什么东西",True,1754884006,,1754884006,True,0,0,0.5,False
1754883517,17,2,19,22,22,76561198237387360,0,,schinese,False,False,201887183,游戏风格治愈，让身为牛马的我心中有了一丝活人的温度。,True,1754883312,,1754883312,True,0,0,0.5,False
1754860305,76,5,1273,1303,1303,76561198822073854,0,,english,False,False,201869237,fun game to keep in the backround if youre the type of person to get bored while scrolling through random stuff,True,1754859009,,1754859009,True,0,0,0.5,False
1754750043,1311,294,646,646,646,76561199023797277,0,,schinese,False,False,201860270,可以把模式设置成壁纸，偶尔点点还能解锁新剧情，蛮可爱的,True,1754849859,,1754849859,True,0,0,0.5,False
1754840639,332,42,134,134,134,76561198984689730,0,,schinese,False,False,201851153,这款游戏的画风真的很棒！！！放置类猫咪钓鱼游戏，包含各个不同场景，会有不同的小动物过来求助，收集的元素非常全面，装饰的物品也可以慢慢解锁购买！基本不用管，偶尔去卖一下鱼就行。,True,1754840802,,1754840802,True,0,0,0.5,False
1754909077,109,13,3492,4708,4708,76561198979100341,0,,schinese,False,False,201846478,好玩，画风好评，挂机游戏很少有这么精致的，就是内容和玩法对于挂机游戏来说有点短,True,1754836459,,1754836491,True,0,0,0.5,False
1754909389,100,7,2036,2863,2863,76561198316333813,0,,schinese,False,False,201845435,画风配乐很治愈，感觉作者想表达环保的主题？总之是很好玩挂机壁纸型游戏，希望后面dlc能多出些地图,True,1754835466,,1754835466,True,0,0,0.5,False
1754908608,0,2,2782,4025,4025,76561198867621513,0,,schinese,False,False,201843966,很有意思的一个桌面游戏 ，付费就完事了，不用翻评论区了，值得买,True,1754834082,,1754834082,True,0,0,0.5,False
1754839731,51,11,85,267,267,76561198352660474,0,,schinese,False,False,201839589,"非常可爱の工作陪伴游戏 T T 请一直更新下去
（希望增加1、更多猫猫互动＆小动物朋友互动 2、更多色系的皮肤小猫装扮＆bgm收集，一直桥洞下钓鱼有点惨惨的，虽然是钓鱼佬猫猫也可以穿的可爱点嘛，不要只有渔夫帽）

",True,1754829627,,1754829627,True,0,0,0.5,False
1754826459,2140,336,494,494,494,76561198998970527,0,,schinese,False,False,201836880,一款休闲的挂机游戏，可以看着可爱的猫猫一直在水边钓鱼，还能在猫猫休息的时候打断他，不过要记得定时清空鱼篓,True,1754826544,,1754826544,True,0,0,0.5,False
1754908498,153,14,908,1839,1839,76561198077931754,0,,tchinese,False,False,201832435,"推薦:
有很多可愛的小動物偶爾會來拜訪你跟你要魚，
累積一定好感度能得到功能物品回禮，
還有慵懶的BGM~掛著邊辦公氛.圍..很...棒.... zzzZZZ
-------------------------------------------
不推薦:
看慢節奏的風格你還O不OK，
(暫時性: UI介面上的一些問題)
-------------------------------------------
快速跟動物們培養感情拿到功能物品 /解商店等級到多買些魚簍放魚&自動販賣物品後會比較輕鬆,
觀賞魚缸可以當作魚倉庫方便改釣點.
加點隨自己拉得舒不舒服判斷.
另外有Demo試玩的朋友們紀錄有延續, 算參加Demo測試的小獎勵~ 賺到 owo)b",False,1754821032,,1754853788,True,0,0,0.5,False
1754837970,203,72,913,995,995,76561198154611004,0,,schinese,False,False,201832283,试玩的时候好感满了，现在不跳成就了。点设置的时候跳了。,True,1754820825,,1754834047,True,0,0,0.5,False
1754810164,0,2,1136,1136,1136,76561198805007791,1,"您好，非常感谢您的反馈。
针对您提到的窝料问题，您方便详细沟通一下情况吗？
如果方便的话，欢迎加入玩家交流群 706948400，提供更多细节和截图，方便我们更快定位并解决问题。
感谢您的理解和支持，我们会持续努力改善游戏体验。",schinese,False,False,201824684,攒了好多动物给的窝料，点全部，还没用呢，自己没了......,True,1754810301,1754885768,1754810301,False,0,0,0.5,False
1754830999,555,63,858,1238,1238,76561198283118973,0,,schinese,False,False,201823759,可爱治愈，小猫钓鱼！很适合摸鱼挂着的小游戏，值得一提的是，地图场景和小动物们的对话都隐约揭示了，这是一个带着污染、灰暗、后末日感氛围的世界，大家都有自己的故事，让人好奇。,True,1754808879,,1754808879,True,0,0,0.5,False
1754817196,0,1,60,222,222,76561198863396613,0,,schinese,False,False,201823644,轻松的环境，舒缓的音乐，猫猫会喝茶，还有些奇妙的小鱼，闪光，最大体型，非常棒,True,1754808694,,1754808694,True,0,0,0.5,False
1754895156,0,6,1059,1975,1975,76561198019096315,0,,english,False,False,201816359,This is a good casual game for when i don't want to be doing anything requiring my attention.,True,1754797402,,1754797402,True,0,0,0.5,False
1754909711,174,14,839,1509,1509,76561198319533495,0,,schinese,False,False,201814692,每天上班之前都要打开电脑。必须全屏游戏，让我的猫抓紧学会钓鱼，以后帮我打窝。,True,1754794943,,1754794943,True,0,0,0.5,False
1754908858,92,10,804,1682,1682,76561198838409863,0,,koreana,False,False,201804946,"그냥 조용조용 느긋하게 하기 좋음
딴 거 틀어놓고 같이하면 딱인듯
잘 즐기는 중",True,1754780522,,1754780600,True,0,0,0.5,False
1754909559,130,6,60,1453,1453,76561198356171633,0,,schinese,False,False,201784543,"挂机开着游戏自带的白噪音是真的爽
又有画面又有温情小故事又有白噪音
很适合居家办公了！
最重要的是！！！
还有第二章有沙漠狐狸可以代餐，嘿嘿嘿嘿嘿嘿，我推，嘿嘿嘿嘿（请看我头像",True,1754757946,,1754757946,True,0,0,0.5,False
1754908983,0,42,591,1334,1334,76561198165966110,0,,schinese,False,False,201783862,猫猫可爱，点击猫猫还会舔手手，可爱上加可爱。每个场景和npc都感觉有故事可以深挖，这一点也十分有趣。,True,1754757306,,1754757306,True,0,0,0.5,False
1754757073,1399,385,203,203,203,76561199223694274,0,,schinese,False,False,201783694,这款桌宠还是挺可爱的，看一只小猫钓鱼，甚至不局限在鱼的生物上，画风优秀，音乐令人安心，十分推荐！,True,1754757132,,1754757132,True,0,0,0.5,False
1754831530,19,1,447,1408,1408,76561198890344527,0,,schinese,False,False,201768985,真的很喜欢这款温馨的钓鱼游戏，真正符合心里的休闲挂机游戏，是不是还有惊喜，各种小动物来找你的小猫咪说话，帮他们做些小任务，虽然这些任务不一定赚钱，完成任务他们会感谢你，在边上陪着你的小猫钓鱼等等真的很不错，希望多更新点内容,True,1754742173,,1754742173,True,0,0,0.5,False
1754908968,0,47,393,2093,2093,76561198857023924,0,,tchinese,False,False,201768035,"不错，我是居家办公的文字工作者，这款真正意义上可以放着不管的放置类游戏很适合当我工作期间的asmr，桌面模式尤其好评。

要是能把猫猫改成暹罗猫就好了。",True,1754741019,,1754741019,True,0,0,0.5,False
1754910021,44,31,462,985,985,76561199238048540,0,,schinese,False,False,201762976,定价高了点，不过还是很休闲很治愈，放在电脑桌面上，玩着手机，听着放松的bgm，偶尔抬头收一下鱼。挺治愈的，没精力玩游戏的时候就挂着这个挺好的。,True,1754734198,,1754734198,True,0,0,0.5,False
1754906846,0,1,489,2774,2826,76561199573520647,0,,schinese,False,False,201759447,休闲小游戏，偶尔点点小鱼，非常的休闲。画面很好看，内存占用很小，直接当壁纸，非常奈斯。,True,1754729455,,1754729455,True,0,0,0.5,False
1754908948,0,16,449,3335,3335,76561198266662393,0,,schinese,True,False,201759077,"猫猫偷懒喝咖啡的时候千万不要打扰他呀

对了，全屏模式不能设置分辨率所以stem deck无法完整显示画面,但不影响游玩",True,1754728962,,1754729195,True,0,0,0.5,False
1754908942,120,29,1598,4388,4388,76561198069603499,0,,schinese,False,False,201755812,游戏本体不错，休闲，问题也多，钓鱼点太少，很多说明都不详细跟明显，鱼的种类太少，鱼篓太小。期待加多钓鱼点 ，添加NPC好感度查看，后期可玩性有点低。,True,1754724172,,1754724172,True,0,0,0.5,False
1754726892,763,165,174,224,224,76561199563572245,0,,schinese,False,False,201755718,一款可爱的猫猫挂机游戏，游戏操作还是蛮简单的，适合没事时候挂着玩，还带有收集元素，不错,True,1754724019,,1754724019,True,0,0,0.5,False
1754909123,0,13,436,1650,1650,76561198125238900,0,,french,False,False,201736098,"Perfect, the music and atmosphere really relaxing will do other thing, the DA is too cute and the different switching view for integration is nice, just a little problem, if you hide (with transparency) with the cat logo, you can't go to the caravan in his state, so you have to return to normal view before going.",True,1754694588,,1754694588,True,0,0,0.5,False
1754909606,203,40,696,3711,3711,76561198160098520,0,,english,False,False,201713922,"nice, cute idle game. the wallpaper mode doesn't seem to be working yet though :(",True,1754669822,,1754702275,True,0,0,0.5,False
1754661763,3938,256,269,269,269,76561198403562887,0,,schinese,False,False,201710781,还不错的休闲挂机小游戏，猫猫+钓鱼，画风很可爱,True,1754666760,,1754666760,True,0,0,0.5,False
1754910210,104,19,10,1387,1387,76561198437917742,0,,koreana,False,False,201707984,"그림체도 귀엽고 게임이 배경화면으로 깔려서 동작하는겜은 첨해보네요 
신기하고 그림체도 동화같은 그림체라서 보기 편안하고 
게임방식도 어렵지않고 귀찮지않게 잘만든 방치형 데스크탑게임인것 같습니다. 
",True,1754663990,,1754663990,True,0,0,0.5,False
